,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,No of years,Brand
4639,145000,70000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5,11,Maruti
4640,675000,23000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,3,Maruti
4641,340000,30000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,5,Maruti
4642,340000,50000,Diesel,Individual,Manual,First Owner,19.0,1248,90.0,5,10,Tata
4643,260000,40000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,5,7,Maruti
4644,300000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,6,Maruti
4645,75000,60000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,14,Maruti
4646,350000,80000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5,10,Tata
4647,1000000,15000,Petrol,Individual,Manual,First Owner,19.01,1462,103.2,6,2,Maruti
4648,170000,150000,Diesel,Individual,Manual,Third Owner,21.12,1248,88.8,5,11,Tata
4649,600000,40000,Petrol,Individual,Manual,First Owner,19.0,1197,85.8,5,3,Maruti
4650,800000,25000,Petrol,Individual,Automatic,First Owner,16.8,1497,118.0,5,11,Honda
4651,850000,120000,Diesel,Individual,Manual,Second Owner,17.0,2650,80.84,7,3,Force
4652,980000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,7,Mahindra
4653,850000,298000,Diesel,Individual,Manual,Second Owner,13.1,2499,141.0,7,10,Ford
4654,340000,270000,Diesel,Individual,Manual,Third Owner,14.07,2956,68.4,7,9,Tata
4655,900000,50000,Diesel,Individual,Automatic,Second Owner,24.3,1248,88.5,5,3,Maruti
4656,310000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,11,Maruti
4657,600000,60000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.8,7,8,Maruti
4658,270000,149000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,13,Maruti
4659,509999,5000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,2,Hyundai
4660,225000,70000,Diesel,Individual,Manual,Second Owner,19.4,1405,70.0,5,8,Tata
4661,280000,55000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,6,Hyundai
4662,490000,100000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5,5,Tata
4663,440000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9,8,Mahindra
4664,500000,291977,Diesel,Individual,Manual,First Owner,14.0,2179,138.1,7,7,Tata
4665,476999,85000,Petrol,Individual,Manual,Third Owner,11.1,2354,158.8,5,16,Honda
4666,590000,70000,Petrol,Individual,Manual,Third Owner,17.19,1197,81.86,5,6,Hyundai
4667,500000,120000,Diesel,Individual,Manual,First Owner,13.1,2499,141.0,7,11,Ford
4668,600000,40000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,6,Ford
4669,750000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,5,Mahindra
4670,2950000,39000,Diesel,Dealer,Automatic,First Owner,19.59,1995,187.74,5,4,BMW
4671,5200000,10000,Diesel,Dealer,Automatic,First Owner,18.12,1995,190.0,5,2,BMW
4672,695000,36800,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0,5,2,Volkswagen
4673,690000,52200,Diesel,Dealer,Manual,First Owner,26.59,1248,74.0,5,3,Maruti
4674,409999,78000,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,5,Hyundai
4675,1650000,16000,Diesel,Dealer,Manual,First Owner,17.0,1956,167.67,5,1,Tata
4676,2375000,30000,Diesel,Dealer,Automatic,First Owner,15.73,1968,174.33,5,5,Audi
4677,525000,29000,Diesel,Dealer,Manual,Second Owner,24.0,1186,73.97,5,4,Hyundai
4678,2150000,25000,Diesel,Dealer,Manual,First Owner,16.3,1956,170.63,5,2,Jeep
4679,540000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,8,Mahindra
4680,2750000,60000,Diesel,Dealer,Automatic,Second Owner,12.55,2982,168.5,7,4,Toyota
4681,1000000,112000,Diesel,Dealer,Manual,Second Owner,15.4,1997,120.0,7,5,Mahindra
4682,2900000,15000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,5,3,Audi
4683,725000,40000,Diesel,Dealer,Manual,First Owner,18.49,1493,100.0,7,4,Mahindra
4684,975000,36000,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,5,3,Maruti
4685,355000,60000,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5,5,Maruti
4686,400000,120000,Petrol,Individual,Manual,First Owner,11.1,2354,158.8,5,13,Honda
4687,265000,48000,Petrol,Dealer,Manual,First Owner,24.7,796,47.3,5,6,Maruti
4688,650000,40000,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0,5,3,Volkswagen
4689,720000,60000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,4,Maruti
4690,850000,25000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5,5,Hyundai
4691,290000,42000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,6,Maruti
4692,1200000,35000,Petrol,Individual,Automatic,Second Owner,10.93,2497,204.0,5,11,Mercedes-Benz
4693,600000,90000,Diesel,Individual,Automatic,Second Owner,18.49,1493,100.0,7,5,Mahindra
4694,300000,90000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5,10,Maruti
4695,225000,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.12,5,9,Renault
4696,240000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,12,Maruti
4697,700000,80000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,7,Hyundai
4698,470000,70000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,7,Maruti
4699,800000,80000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,5,Hyundai
4700,450000,90000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,9,Renault
4701,90000,90000,Diesel,Individual,Manual,Third Owner,17.2,1396,53.5,5,14,Tata
4702,450000,120000,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2,5,11,Toyota
4704,1465000,62000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,7,4,Toyota
4705,925000,79000,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,5,5,Hyundai
4706,1385000,60000,Diesel,Dealer,Manual,Second Owner,13.68,2393,147.8,7,5,Toyota
4707,2000000,20000,Diesel,Individual,Manual,First Owner,12.55,2982,168.5,7,6,Toyota
4708,80000,248200,Diesel,Individual,Manual,Second Owner,16.1,1405,70.0,5,17,Tata
4709,300000,110000,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,7,14,Mahindra
4710,360000,100000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,12,Maruti
4711,320000,70000,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0,5,11,Hyundai
4712,99000,100000,Diesel,Individual,Manual,Second Owner,12.8,1995,52.0,5,27,Ambassador
4713,780000,50000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7,5,Maruti
4714,620000,139000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,8,Maruti
4715,100000,120000,Petrol,Individual,Manual,Third Owner,13.1,1781,149.5,5,15,Skoda
4716,210000,35000,Petrol,Individual,Manual,Second Owner,16.7,1172,64.1,5,7,Tata
4717,375000,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,6,Mahindra
4718,786000,7720,Petrol,Individual,Manual,First Owner,20.0,999,71.0,7,2,Renault
4719,1000000,50000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,7,Mahindra
4720,120000,60000,Diesel,Individual,Manual,Second Owner,20.8,1527,58.0,5,19,Maruti
4721,750000,100000,Diesel,Individual,Manual,First Owner,20.8,1461,64.1,5,5,Mahindra
4722,550000,57882,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,5,Hyundai
4723,875000,142000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,5,3,Tata
4724,890000,140000,Diesel,Individual,Manual,Third Owner,14.1,2179,147.94,5,3,Tata
4725,700000,35000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,6,Maruti
4726,550000,30000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,6,Mahindra
4727,400000,10000,Petrol,Individual,Manual,First Owner,19.83,1198,67.0,5,3,Datsun
4728,290000,30000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5,6,Maruti
4729,150000,90000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5,9,Tata
4730,300000,35000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,7,6,Maruti
4732,221000,35008,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5,13,Maruti
4733,270000,31100,Petrol,Dealer,Manual,First Owner,22.7,799,53.64,5,4,Datsun
4734,455000,42312,Diesel,Dealer,Manual,First Owner,24.4,1120,71.0,5,7,Hyundai
4735,300000,72000,Petrol,Dealer,Manual,First Owner,17.6,1496,88.7,5,10,Toyota
4736,480000,54891,Diesel,Dealer,Manual,First Owner,23.59,1364,67.04,5,7,Toyota
4737,1000000,30000,Diesel,Individual,Automatic,First Owner,22.0,1582,126.2,5,3,Hyundai
4738,2600000,44000,Diesel,Dealer,Automatic,First Owner,22.69,1995,190.0,5,4,BMW
4739,1850000,18890,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,7,4,Toyota
4740,500000,5000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,2,Hyundai
4741,800000,117000,Diesel,Dealer,Automatic,First Owner,11.18,2696,184.0,7,8,Mahindra
4742,1000000,75010,Diesel,Dealer,Automatic,First Owner,13.73,1995,148.0,5,8,Renault
4743,250000,50000,Diesel,Individual,Manual,First Owner,21.02,1248,88.8,5,8,Tata
4744,245000,100000,Diesel,Dealer,Manual,First Owner,23.08,1461,63.1,5,9,Renault
4745,625000,4337,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,5,2,Hyundai
4746,560000,14495,Petrol,Dealer,Manual,First Owner,18.78,999,75.0,5,3,Volkswagen
4747,680000,8576,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5,3,Honda
4748,700000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,2,Maruti
4749,220000,80000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5,8,Tata
4750,450000,70000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,5,4,Tata
4751,525000,19723,Petrol,Dealer,Automatic,First Owner,20.3,1199,84.0,5,4,Tata
4752,650000,242000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,7,12,Toyota
4753,5500000,22000,Diesel,Individual,Automatic,First Owner,17.09,2993,261.4,4,3,BMW
4754,875000,30000,Diesel,Dealer,Automatic,First Owner,28.4,1248,74.02,5,4,Maruti
4755,785000,9000,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5,2,Hyundai
4756,819999,30000,Petrol,Dealer,Manual,First Owner,17.5,1199,88.7,5,4,Honda
4757,2950000,60000,Diesel,Dealer,Automatic,First Owner,21.76,1995,188.0,5,5,BMW
4758,1925000,27000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,7,5,Toyota
4759,885000,39000,Diesel,Dealer,Manual,First Owner,25.5,1498,98.6,5,4,Honda
4760,680000,64000,Petrol,Dealer,Automatic,First Owner,16.05,1499,110.4,5,6,Ford
4761,960000,42000,Diesel,Dealer,Manual,First Owner,23.0,1498,98.96,5,4,Ford
4762,385000,45000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5,9,Honda
4763,1650000,15000,Diesel,Dealer,Manual,First Owner,17.0,1956,167.67,5,2,Tata
4764,890000,55000,Diesel,Dealer,Manual,First Owner,18.49,1493,100.0,7,3,Mahindra
4765,1275000,64000,Diesel,Dealer,Automatic,First Owner,11.4,2953,153.86,7,6,Ford
4766,6000000,27000,Diesel,Dealer,Automatic,First Owner,17.09,2993,261.4,4,3,BMW
4767,1025000,15000,Petrol,Dealer,Automatic,First Owner,20.28,1462,103.25,5,2,Maruti
4768,675000,69000,Petrol,Dealer,Automatic,First Owner,17.2,1197,103.6,5,5,Volkswagen
4769,700000,80000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5,4,Maruti
4770,780000,60000,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5,5,Ford
4771,1050000,70000,Diesel,Dealer,Manual,First Owner,22.32,1582,126.32,5,4,Hyundai
4772,2700000,105000,Diesel,Dealer,Automatic,Second Owner,13.22,2967,241.4,5,6,Audi
4773,400000,100000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5,5,Tata
4774,400000,100000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9,10,Mahindra
4775,85000,90000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,12,Maruti
4776,1300000,35000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,3,Tata
4777,819999,11500,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,3,Mahindra
4778,620000,40000,Diesel,Individual,Automatic,First Owner,18.49,1493,100.0,7,6,Mahindra
4779,260000,50000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,3,Renault
4780,805000,49900,Petrol,Dealer,Manual,First Owner,16.3,1797,147.5,5,5,Hyundai
4781,484999,55380,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,5,6,Hyundai
4782,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5,4,Jaguar
4783,811000,11000,Petrol,Dealer,Manual,First Owner,17.0,1198,108.5,5,3,Tata
4784,575000,50000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7,5,6,Honda
4785,1675000,80000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,3,Jeep
4786,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,5,Skoda
4787,2500000,13500,Diesel,Dealer,Automatic,First Owner,14.74,2993,270.9,5,6,Jaguar
4788,2550000,18000,Petrol,Dealer,Automatic,First Owner,15.04,1991,183.0,5,3,Mercedes-Benz
4789,2700000,16000,Petrol,Dealer,Automatic,First Owner,14.74,1991,181.04,5,4,Mercedes-Benz
4790,650000,18816,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5,4,Volkswagen
4791,1748999,33019,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,7,4,Toyota
4792,925000,18000,Petrol,Dealer,Automatic,First Owner,15.6,1497,116.3,5,4,Honda
4793,894999,9654,Petrol,Dealer,Automatic,First Owner,19.56,1197,81.8,5,2,Toyota
4794,175000,11000,Petrol,Dealer,Manual,First Owner,23.95,998,67.05,5,10,Maruti
4795,340000,24300,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,5,9,Maruti
4796,1525000,42163,Diesel,Dealer,Automatic,Second Owner,11.36,2755,171.5,7,5,Toyota
4797,810000,47747,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,5,4,Maruti
4798,1025000,8000,Diesel,Dealer,Automatic,First Owner,21.5,1497,108.5,5,3,Tata
4799,2150000,30000,Diesel,Dealer,Automatic,First Owner,22.69,1995,190.0,5,5,BMW
4800,910000,70000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,8,8,Toyota
4801,300000,60000,Diesel,Individual,Manual,Second Owner,17.88,1405,48.21,5,5,Tata
4802,120000,80000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,17,Maruti
4803,490000,45900,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,6,Hyundai
4804,425000,70000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,8,Honda
4805,155000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,10,Maruti
4806,490000,90000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,8,8,Mahindra
4807,132000,105000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,11,Maruti
4808,750000,30000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5,3,Hyundai
4809,225000,20000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,10,Maruti
4810,240000,80000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,10,Hyundai
4811,33351,90000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5,17,Maruti
4812,80000,80000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5,11,Chevrolet
4813,40000,120000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,17,Maruti
4814,1100000,50000,Diesel,Individual,Manual,Second Owner,21.9,1498,98.6,7,2,Honda
4815,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5,4,Jaguar
4816,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,2,Lexus
4817,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5,4,Jaguar
4818,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,6,Tata
4819,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5,2,Volvo
4820,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,5,Toyota
4821,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,8,Maruti
4822,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,3,Maruti
4823,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,5,Honda
4824,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,8,Toyota
4825,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,2,Maruti
4826,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,4,Toyota
4827,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,3,Maruti
4828,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,4,Hyundai
4829,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,2,BMW
4830,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,2,BMW
4831,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,2,Honda
4832,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,5,Skoda
4833,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,3,Volvo
4834,380000,80000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5,5,Hyundai
4835,300000,120000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7,10,Tata
4836,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,7,Maruti
4837,325000,70000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,10,Maruti
4838,400000,130000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,5,Mahindra
4839,800000,50000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,8,4,Renault
4840,950000,80000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,3,Ford
4841,300000,120000,Diesel,Individual,Manual,Fourth & Above Owner,22.9,1248,74.0,5,8,Maruti
4842,350000,5000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,5,1,Maruti
4843,530000,59000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,5,4,Mahindra
4844,350000,100000,Diesel,Individual,Manual,Third Owner,18.2,1248,73.8,7,8,Chevrolet
4845,168000,50000,Petrol,Individual,Automatic,First Owner,11.0,2359,165.0,5,13,Hyundai
4846,240000,45000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,5,5,Renault
4847,220000,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5,11,Maruti
4848,110000,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1061,67.0,5,13,Maruti
4849,850000,100000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,5,Maruti
4850,545000,110000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,7,Maruti
4851,2064000,24000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,8,3,Toyota
4852,950000,25000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,3,Maruti
4853,200000,68697,Petrol,Individual,Manual,Third Owner,21.1,814,55.2,5,8,Hyundai
4854,660000,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,4,Maruti
4855,420000,40000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5,8,Honda
4856,150000,29000,Petrol,Individual,Manual,First Owner,16.5,1172,65.0,5,11,Tata
4857,175000,68000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5,8,Chevrolet
4858,750000,15000,Petrol,Individual,Automatic,First Owner,18.1,1199,88.7,5,3,Honda
4859,425000,70000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,7,Maruti
4860,790000,126000,Diesel,Individual,Manual,Third Owner,21.43,1364,87.2,5,6,Toyota
4861,830000,300000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,7,10,Toyota
4862,650000,94000,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,7,6,Honda
4863,780000,129000,Diesel,Individual,Manual,Third Owner,21.43,1364,87.2,5,6,Toyota
4864,180000,55000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,11,Hyundai
4865,869999,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,2,Ford
4866,275000,50000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5,10,Tata
4867,630000,25000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,4,Hyundai
4868,150000,60000,Petrol,Individual,Manual,Second Owner,13.4,1794,125.0,5,13,Toyota
4869,315000,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,5,Maruti
4870,189000,70000,Diesel,Individual,Manual,Second Owner,23.57,1396,70.0,5,10,Tata
4871,580000,120000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,7,Maruti
4873,825000,35000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,3,Maruti
4874,650000,60000,Diesel,Individual,Manual,Second Owner,14.1,2179,148.0,7,5,Tata
4875,50000,62000,Petrol,Individual,Manual,Second Owner,13.0,1343,90.0,5,17,Honda
4876,200000,120000,Petrol,Individual,Manual,Second Owner,16.25,1198,73.9,5,10,Skoda
4877,135000,120000,Diesel,Individual,Manual,Third Owner,15.42,1405,70.0,7,8,Tata
4878,680000,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,4,Hyundai
4879,670000,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,4,Hyundai
4880,1000000,60000,Diesel,Individual,Automatic,First Owner,16.73,1995,218.0,5,11,BMW
4881,240000,80000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5,11,Maruti
4882,555000,147279,Diesel,Individual,Manual,Second Owner,17.0,2200,139.01,7,7,Force
4883,455000,98000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5,8,Skoda
4884,750000,25000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,3,Maruti
4885,700000,90000,Diesel,Individual,Automatic,First Owner,26.59,1248,74.0,5,5,Maruti
4886,220000,22000,Petrol,Individual,Automatic,First Owner,21.9,624,37.48,4,5,Tata
4887,160000,120000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5,7,Tata
4888,225000,100000,Diesel,Individual,Manual,Second Owner,22.1,1248,76.9,5,8,Chevrolet
